PLAYER,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,Season,Team,GW18,GW19,GW20,GW21
Carlos Rogers,,,,,,,,,,,,,Q,,,Q,,11,SFO,,,,
Alex Smith,,,P,,,,,,,,,,,,,,,11,SFO,,,,
Reggie Smith,P,,,,,,,,,,,,,,,,,11,SFO,,,,
Adam Snyder,,,,,Q,Q,P,,,,,Q,,,,,,11,SFO,,,,
Isaac Sopoaga,,,,,Q,Q,,,,,,,,,,,,11,SFO,,,,
Shawntae Spencer,P,,,,Q,Q,P,P,Q,P,,,,,,,,11,SFO,,,,
Joe Staley,,,,,,,,,,,,,,Q,,,,11,SFO,,,,
Will Tukuafu,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,11,SFO,IR,,,
Delanie Walker,,,,,,,,,P,,,,,,,O,O,11,SFO,Q,,,
Donte Whitner,,,,Q,Q,,,,P,,,,,,,,,11,SFO,,,,
Kyle Williams,,,,,,,,,,,,,,,,D,Q,11,SFO,,,,
Patrick Willis,,,,,,,,,,,,,D,Q,O,Q,,11,SFO,P,,,
David Akers,,,,,,,P,,,,,Q,Q,P,P,,,12,SFO,,,,
Alex Boone,,,,,,,,,,,,,,,P,,,12,SFO,P,,,
NaVorro Bowman,,Q,,,Q,,,,,,,,P,P,P,P,P,12,SFO,P,P,,
Ahmad Brooks,,,,,,,,,,,,,,,Q,P,,12,SFO,,Q,,
Tarell Brown,,,,,,,,,,,Q,P,Q,P,Q,Q,Q,12,SFO,P,P,,
Garrett Celek,,,,,,,,,,,,,,,,,P,12,SFO,P,P,,
Michael Crabtree,,,,,,,,,P,,,,,,,,,12,SFO,,,,
Chris Culliver,,,,,,,,,,Q,Q,,Q,P,,,,12,SFO,P,,,
Anthony Davis,,,,,,,,,,,,P,,,,,,12,SFO,,,,
Vernon Davis,,,,P,,,,,,,,,,,,Q,,12,SFO,,,,
Anthony Dixon,,,,,,,,,,P,,,,,,,,12,SFO,,,,
Demarcus Dobbs,,,,,,,,,,,,Q,Q,IR,IR,IR,IR,12,SFO,IR,IR,,
Darius Fleming,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,12,SFO,PUP,PUP,,
Ted Ginn Jr.,Q,Q,Q,Q,,,,,,,,,,,,,,12,SFO,,,,
Dashon Goldson,,,,,,,,,,P,Q,P,,,P,,Q,12,SFO,P,,,
Tavares Gooden,,,,,,,P,P,P,P,P,P,P,Q,Q,Q,P,12,SFO,P,,,
Jonathan Goodwin,,,,,,,,,,P,,,,,,P,,12,SFO,,,,
Frank Gore,,,,,,,,P,P,P,P,P,P,P,P,P,,12,SFO,P,P,,
Clark Haggans,,,,,,,,,,,,,,,Q,Q,Q,12,SFO,P,P,,
Jewel Hampton,O,O,O,O,O,O,O,O,O,O,O,,,,,,,12,SFO,,,,
Parys Haralson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,12,SFO,IR,IR,,
Kendall Hunter,,,,,,,,,,,Q,IR,IR,IR,IR,IR,IR,12,SFO,IR,IR,,
Mike Iupati,,,,,,,,,,,,,P,,P,P,P,12,SFO,P,P,,
Brandon Jacobs,Q,Q,Q,Q,P,P,Q,Q,,,,,,,,,,12,SFO,,,,
LaMichael James,P,,,,,,,,,,,,,,,,,12,SFO,,P,,
Daniel Kilgore,,,,,,,,,Q,,,,,,,,,12,SFO,,,,
Andy Lee,,P,P,P,P,P,P,P,P,,,,,,,P,,12,SFO,,,,
Mario Manningham,,,,,,,Q,P,P,P,,P,Q,Q,Q,O,IR,12,SFO,IR,IR,,
Darcel McBath,,,,,,,,,,,,Q,,,,,,12,SFO,,,,
Bruce Miller,,,,,,,,,,,,,,Q,Q,Q,Q,12,SFO,P,P,,
Randy Moss,,,,,,,,,,,P,,,,,,,12,SFO,,,,
Trent Robinson,,,,,,,,,,,,,,,,P,Q,12,SFO,,,,
Carlos Rogers,,,,,Q,,,,,,,,P,P,P,P,P,12,SFO,,,,
Aldon Smith,Q,,,,,,,,,,P,Q,P,Q,Q,P,Q,12,SFO,P,Q,,
Alex Smith,,,,,,P,P,P,P,Q,Q,,,,,,,12,SFO,,,,
Justin Smith,,,,,,,,,,,,,,,Q,D,Q,12,SFO,P,P,,
Isaac Sopoaga,,,,Q,Q,,,,,,,,,,,,,12,SFO,,,,
C.J. Spillman,,,,,,,,,,,P,,,,P,,,12,SFO,,,,
Joe Staley,,,,,,,D,Q,,,,,,,,,,12,SFO,,,,
Will Tukuafu,,,,,,,,,P,P,P,,,P,Q,Q,Q,12,SFO,,,,
Delanie Walker,,,,,,,,,,,,Q,,,,,,12,SFO,,,,
Donte Whitner,,,,,,,,,,,,P,,,,P,,12,SFO,,,,
Kyle Williams,,,,,,,,,,,,IR,IR,IR,IR,IR,IR,12,SFO,IR,IR,,
Patrick Willis,,,,P,,,,,P,P,P,P,P,P,P,,P,12,SFO,P,P,,
Nnamdi Asomugha,Q,,,Q,Q,Q,,,,,,,,,,,,13,SFO,,,,
Jonathan Baldwin,,,,,,,Q,Q,,,,,Q,Q,,,,13,SFO,,,,
Alex Boone,,,,,,Q,Q,Q,P,,,,,,,,,13,SFO,,,,
NaVorro Bowman,,,P,Q,,,,P,,,,Q,P,,P,P,,13,SFO,,,,
Ahmad Brooks,,,,,,,,,Q,,,,,,,,,13,SFO,,,,
Tarell Brown,,,,,,,Q,,,P,D,Q,Q,Q,P,P,,13,SFO,,,,
Tank Carradine,O,O,O,O,O,O,O,O,,,,,,IR,IR,IR,IR,13,SFO,IR,IR,,
Brandon Carswell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,13,SFO,IR,IR,,
Garrett Celek,,,,,,,,,,Q,Q,Q,Q,Q,,,,13,SFO,,,,
Michael Crabtree,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,Q,,Q,P,P,,13,SFO,,,,
Chris Culliver,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,13,SFO,IR,IR,,
Craig Dahl,,,,,,,,,,,,,,Q,,,,13,SFO,,,,
Anthony Davis,,,,Q,P,Q,Q,Q,P,,,,,,,,,13,SFO,,,,
Vernon Davis,,,P,Q,Q,P,P,Q,,Q,,,,,,,,13,SFO,,,,
