Home,GameMERate,SeasonMERate,GameMEANYA,SeasonMEANYA,GameMETANYA,SeasonMETANYA,GameMEFPA,SeasonMEFPA
1,.001682803,.0052296217,.016386289,.04714765,.040280174,.04818837,.40944573,.63974351
0,.014978199,.0079280389,.15044034,.066922881,.15473731,.064828292,1.8993062,.80321521
0,.0070525464,.0040767044,.075028606,.036934283,.07732182,.038080014,1.5470115,.49716383
1,.0042651985,.0087844413,.065809824,.07597135,.06725017,.075159244,.43964192,.9617461
0,.00084547588,.003341208,.0034054071,.030420285,.0031562282,.029349139,.024786979,.43123233
1,.00074043107,.00087257603,.0079713622,.0071526635,.011324337,.0062857452,.082514621,.071787179
0,.00088398065,.00014864113,.0022491449,.0012503779,.0032764832,.0010883983,.16298565,.012653665
1,.0054145604,.008814265,.080649108,.075757153,.088355698,.074418724,.89929497,.94751769
0,.00016129874,.0013732313,.0016157852,.010891424,.0027258736,.0097456444,.017819624,.12086502
0,1.8087642e-06,9.1685824e-06,6.7263823e-06,.000085375919,8.3964296e-06,.000091025155,.0001467797,.0012769428
0,.0093590394,.0072133676,.072522424,.061477285,.12711525,.058692683,1.7794337,.73012173
1,.0051118485,.0071050813,.036597375,.063756458,.02609022,.063827291,.45944041,.82391351
1,.0078954007,.0081906775,.13297608,.071948253,.16610835,.071746297,1.0600375,.91759115
1,.0030732283,.0010550172,.049516935,.010936472,.028528443,.011074692,.41307414,.13027443
0,.0066811801,.0088335508,.096217535,.07583487,.084705062,.074785277,1.1666554,.95483464
1,.014803973,.0088061439,.11768655,.075366199,.12057818,.07417313,1.8819681,.94783175
1,.011156945,.0088253589,.080745846,.076106541,.06129225,.075156435,.97802252,.96190912
0,.0017334634,.001471133,.015831713,.0093127098,.012488957,.009329115,.40141127,.14388916
1,.000018754054,.000085114218,.00070354762,.00097939244,.00016749944,.00090078684,.0005424298,.0099374009
1,.01515281,.0082647372,.10426176,.075223997,.13044541,.074312769,1.777408,.92292482
0,.014091572,.0088385344,.13616154,.074686207,.14735211,.074135341,.89579713,.96221602
1,.014689066,.0084756864,.15146418,.074419133,.16456822,.073195212,1.3433396,.92116946
0,.012531479,.0077788401,.091995776,.071656838,.14064458,.070564128,1.8366352,.86594528
1,.00003324333,.00095227984,.0010225764,.012961134,.00059368077,.013009996,.001372468,.15067138
